model,task_id,trial_id,success,mp4_path
StarVLA-OFT-Qwen3VL,push_the_plate_to_the_front_of_the_stove,9,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_push_the_plate_to_the_front_of_the_stove_episode9_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_plate,0,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_plate_episode0_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_plate,1,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_plate_episode1_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_plate,2,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_plate_episode2_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_plate,3,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_plate_episode3_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_plate,4,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_plate_episode4_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_plate,5,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_plate_episode5_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_plate,6,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_plate_episode6_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_plate,7,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_plate_episode7_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_plate,8,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_plate_episode8_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_plate,9,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_plate_episode9_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_stove,0,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_stove_episode0_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_stove,1,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_stove_episode1_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_stove,2,0,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_stove_episode2_failure.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_stove,3,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_stove_episode3_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_stove,4,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_stove_episode4_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_stove,5,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_stove_episode5_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_stove,6,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_stove_episode6_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_stove,7,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_stove_episode7_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_stove,8,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_stove_episode8_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_the_stove,9,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_the_stove_episode9_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_top_of_the_cabinet,0,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_top_of_the_cabinet_episode0_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_top_of_the_cabinet,1,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_top_of_the_cabinet_episode1_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_top_of_the_cabinet,2,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_top_of_the_cabinet_episode2_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_top_of_the_cabinet,3,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_top_of_the_cabinet_episode3_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_top_of_the_cabinet,4,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_top_of_the_cabinet_episode4_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_top_of_the_cabinet,5,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_top_of_the_cabinet_episode5_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_top_of_the_cabinet,6,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_top_of_the_cabinet_episode6_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_top_of_the_cabinet,7,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_top_of_the_cabinet_episode7_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_top_of_the_cabinet,8,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_top_of_the_cabinet_episode8_success.mp4
StarVLA-OFT-Qwen3VL,put_the_bowl_on_top_of_the_cabinet,9,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_bowl_on_top_of_the_cabinet_episode9_success.mp4
StarVLA-OFT-Qwen3VL,put_the_cream_cheese_in_the_bowl,0,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_cream_cheese_in_the_bowl_episode0_success.mp4
StarVLA-OFT-Qwen3VL,put_the_cream_cheese_in_the_bowl,1,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_cream_cheese_in_the_bowl_episode1_success.mp4
StarVLA-OFT-Qwen3VL,put_the_cream_cheese_in_the_bowl,2,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_cream_cheese_in_the_bowl_episode2_success.mp4
StarVLA-OFT-Qwen3VL,put_the_cream_cheese_in_the_bowl,3,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_cream_cheese_in_the_bowl_episode3_success.mp4
StarVLA-OFT-Qwen3VL,put_the_cream_cheese_in_the_bowl,4,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_cream_cheese_in_the_bowl_episode4_success.mp4
StarVLA-OFT-Qwen3VL,put_the_cream_cheese_in_the_bowl,5,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_cream_cheese_in_the_bowl_episode5_success.mp4
StarVLA-OFT-Qwen3VL,put_the_cream_cheese_in_the_bowl,6,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_cream_cheese_in_the_bowl_episode6_success.mp4
StarVLA-OFT-Qwen3VL,put_the_cream_cheese_in_the_bowl,7,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_cream_cheese_in_the_bowl_episode7_success.mp4
StarVLA-OFT-Qwen3VL,put_the_cream_cheese_in_the_bowl,8,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_cream_cheese_in_the_bowl_episode8_success.mp4
StarVLA-OFT-Qwen3VL,put_the_cream_cheese_in_the_bowl,9,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_cream_cheese_in_the_bowl_episode9_success.mp4
StarVLA-OFT-Qwen3VL,put_the_wine_bottle_on_the_rack,0,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_wine_bottle_on_the_rack_episode0_success.mp4
StarVLA-OFT-Qwen3VL,put_the_wine_bottle_on_the_rack,1,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_wine_bottle_on_the_rack_episode1_success.mp4
StarVLA-OFT-Qwen3VL,put_the_wine_bottle_on_the_rack,2,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_wine_bottle_on_the_rack_episode2_success.mp4
StarVLA-OFT-Qwen3VL,put_the_wine_bottle_on_the_rack,3,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_wine_bottle_on_the_rack_episode3_success.mp4
StarVLA-OFT-Qwen3VL,put_the_wine_bottle_on_the_rack,4,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_wine_bottle_on_the_rack_episode4_success.mp4
StarVLA-OFT-Qwen3VL,put_the_wine_bottle_on_the_rack,5,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_wine_bottle_on_the_rack_episode5_success.mp4
StarVLA-OFT-Qwen3VL,put_the_wine_bottle_on_the_rack,6,0,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_wine_bottle_on_the_rack_episode6_failure.mp4
StarVLA-OFT-Qwen3VL,put_the_wine_bottle_on_the_rack,7,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_wine_bottle_on_the_rack_episode7_success.mp4
StarVLA-OFT-Qwen3VL,put_the_wine_bottle_on_the_rack,8,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_wine_bottle_on_the_rack_episode8_success.mp4
StarVLA-OFT-Qwen3VL,put_the_wine_bottle_on_the_rack,9,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_wine_bottle_on_the_rack_episode9_success.mp4
StarVLA-OFT-Qwen3VL,put_the_wine_bottle_on_top_of_the_cabinet,0,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_wine_bottle_on_top_of_the_cabinet_episode0_success.mp4
StarVLA-OFT-Qwen3VL,put_the_wine_bottle_on_top_of_the_cabinet,1,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_wine_bottle_on_top_of_the_cabinet_episode1_success.mp4
StarVLA-OFT-Qwen3VL,put_the_wine_bottle_on_top_of_the_cabinet,2,1,/root/workspace/starVLA/playground/Checkpoints/stage1_oft_libero_goal_20260504_185342/results/libero_goal/stage1_oft_libero_goal_20260504_185342_checkpoints_steps_20000_pytorch_model.pt/rollout_put_the_wine_bottle_on_top_of_the_cabinet_episode2_success.mp4
