model,task_id,trial_id,success,mp4_path
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,14,0,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode14_failure.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,15,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode15_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,16,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode16_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,17,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode17_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,18,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode18_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,19,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode19_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,1,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode1_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,20,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode20_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,21,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode21_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,22,0,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode22_failure.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,23,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode23_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,24,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode24_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,25,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode25_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,26,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode26_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,27,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode27_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,28,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode28_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,29,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode29_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,2,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode2_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,3,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode3_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,4,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode4_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,5,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode5_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,6,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode6_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,7,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode7_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,8,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode8_success.mp4
StarVLA-PI-Qwen3VL,put_both_moka_pots_on_the_stove,9,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_moka_pots_on_the_stove_episode9_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,0,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode0_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,10,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode10_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,11,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode11_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,12,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode12_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,13,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode13_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,14,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode14_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,15,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode15_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,16,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode16_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,17,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode17_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,18,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode18_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,19,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode19_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,1,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode1_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,20,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode20_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,21,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode21_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,22,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode22_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,23,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode23_success.mp4
StarVLA-PI-Qwen3VL,put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,24,1,playground/Pretrained_models/StarVLA/Qwen3-VL-PI-LIBERO-4in1/results/libero_10/Qwen3-VL-PI-LIBERO-4in1_checkpoints_steps_100000_pytorch_model.pt/rollout_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_episode24_success.mp4
